"","age","age_old","age_young","co2","type","co2_low","co2_high","co2_range","distribution","proxy_type","reference","mu_co2","sigma_co2"
"1125",2.68,NA,NA,323,"median",286,360,1,"skew_normal","boron","Martinez-Boti et al., 2015",323,364.800082101806
"1126",2.69,NA,NA,284,"median",251,317,1,"skew_normal","boron","Martinez-Boti et al., 2015",284,364.800082101806
"1127",2.7,NA,NA,276,"median",244,308,1,"skew_normal","boron","Martinez-Boti et al., 2015",276,364.800082101806
"1128",2.7,NA,NA,234,"median",205,265,1,"skew_normal","boron","Martinez-Boti et al., 2015",234,364.800082101806
"1129",2.7,NA,NA,319,"median",282,357,1,"skew_normal","boron","Martinez-Boti et al., 2015",319,364.800082101806
"1130",2.71,NA,NA,262,"median",231,294,1,"skew_normal","boron","Martinez-Boti et al., 2015",262,364.800082101806
"1131",2.75,NA,NA,339,"median",300,378,1,"skew_normal","boron","Martinez-Boti et al., 2015",339,364.800082101806
"1132",2.75,NA,NA,321,"median",283,360,1,"skew_normal","boron","Martinez-Boti et al., 2015",321,364.800082101806
"1133",2.76,NA,NA,358,"median",317,400,1,"skew_normal","boron","Martinez-Boti et al., 2015",358,364.800082101806
"1134",2.78,NA,NA,279,"median",247,312,1,"skew_normal","boron","Martinez-Boti et al., 2015",279,364.800082101806
"1135",2.8,NA,NA,281,"median",249,314,1,"skew_normal","boron","Martinez-Boti et al., 2015",281,364.800082101806
"1136",2.83,NA,NA,317,"median",281,355,1,"skew_normal","boron","Martinez-Boti et al., 2015",317,364.800082101806
"1137",2.83,NA,NA,361,"median",314,408,1,"skew_normal","boron","Martinez-Boti et al., 2015",361,364.800082101806
"1138",2.84,NA,NA,388,"median",343,433,1,"skew_normal","boron","Martinez-Boti et al., 2015",388,364.800082101806
"1139",2.85,NA,NA,308,"median",272,343,1,"skew_normal","boron","Martinez-Boti et al., 2015",308,364.800082101806
"1140",2.86,NA,NA,445,"median",392,498,1,"skew_normal","boron","Martinez-Boti et al., 2015",445,364.800082101806
"1141",2.91,NA,NA,371,"median",328,413,1,"skew_normal","boron","Martinez-Boti et al., 2015",371,364.800082101806
"1142",2.92,NA,NA,377,"median",334,420,1,"skew_normal","boron","Martinez-Boti et al., 2015",377,364.800082101806
"1143",2.94,NA,NA,337,"median",299,376,1,"skew_normal","boron","Martinez-Boti et al., 2015",337,364.800082101806
"1144",2.95,NA,NA,358,"median",317,400,1,"skew_normal","boron","Martinez-Boti et al., 2015",358,364.800082101806
"1145",2.95,NA,NA,419,"median",366,473,1,"skew_normal","boron","Martinez-Boti et al., 2015",419,364.800082101806
"1146",2.96,NA,NA,346,"median",307,385,1,"skew_normal","boron","Martinez-Boti et al., 2015",346,364.800082101806
"1147",2.98,NA,NA,328,"median",291,366,1,"skew_normal","boron","Martinez-Boti et al., 2015",328,364.800082101806
"1148",3,NA,NA,369,"median",327,412,1,"skew_normal","boron","Martinez-Boti et al., 2015",369,364.800082101806
"1149",3.01,NA,NA,357,"median",316,399,1,"skew_normal","boron","Martinez-Boti et al., 2015",357,364.800082101806
"1150",3.03,NA,NA,381,"median",338,425,1,"skew_normal","boron","Martinez-Boti et al., 2015",381,364.800082101806
"1151",3.04,NA,NA,419,"median",369,470,1,"skew_normal","boron","Martinez-Boti et al., 2015",419,364.800082101806
"1152",3.05,NA,NA,418,"median",371,467,1,"skew_normal","boron","Martinez-Boti et al., 2015",418,364.800082101806
"1153",3.06,NA,NA,361,"median",319,405,1,"skew_normal","boron","Martinez-Boti et al., 2015",361,364.800082101806
"1154",3.06,NA,NA,413,"median",365,462,1,"skew_normal","boron","Martinez-Boti et al., 2015",413,364.800082101806
"1155",3.07,NA,NA,380,"median",336,425,1,"skew_normal","boron","Martinez-Boti et al., 2015",380,364.800082101806
"1156",3.09,NA,NA,334,"median",296,374,1,"skew_normal","boron","Martinez-Boti et al., 2015",334,364.800082101806
"1157",3.1,NA,NA,319,"median",282,357,1,"skew_normal","boron","Martinez-Boti et al., 2015",319,364.800082101806
"1158",3.11,NA,NA,392,"median",347,438,1,"skew_normal","boron","Martinez-Boti et al., 2015",392,364.800082101806
"1159",3.13,NA,NA,345,"median",305,386,1,"skew_normal","boron","Martinez-Boti et al., 2015",345,364.800082101806
"1160",3.14,NA,NA,334,"median",295,373,1,"skew_normal","boron","Martinez-Boti et al., 2015",334,364.800082101806
"1161",3.15,NA,NA,403,"median",343,466,1,"skew_normal","boron","Martinez-Boti et al., 2015",403,364.800082101806
"1162",3.16,NA,NA,340,"median",301,379,1,"skew_normal","boron","Martinez-Boti et al., 2015",340,364.800082101806
"1163",3.17,NA,NA,452,"median",400,505,1,"skew_normal","boron","Martinez-Boti et al., 2015",452,364.800082101806
"1164",3.18,NA,NA,381,"median",337,424,1,"skew_normal","boron","Martinez-Boti et al., 2015",381,364.800082101806
"1165",3.19,NA,NA,283,"median",251,317,1,"skew_normal","boron","Martinez-Boti et al., 2015",283,364.800082101806
"1166",3.2,NA,NA,331,"median",294,370,1,"skew_normal","boron","Martinez-Boti et al., 2015",331,364.800082101806
"1167",3.21,NA,NA,326,"median",289,365,1,"skew_normal","boron","Martinez-Boti et al., 2015",326,364.800082101806
"1168",3.22,NA,NA,376,"median",333,420,1,"skew_normal","boron","Martinez-Boti et al., 2015",376,364.800082101806
"1169",3.24,NA,NA,423,"median",366,481,1,"skew_normal","boron","Martinez-Boti et al., 2015",423,364.800082101806
"1170",3.24,NA,NA,354,"median",314,396,1,"skew_normal","boron","Martinez-Boti et al., 2015",354,364.800082101806
"1171",3.25,NA,NA,316,"median",280,353,1,"skew_normal","boron","Martinez-Boti et al., 2015",316,364.800082101806
"1172",3.26,NA,NA,348,"median",307,390,1,"skew_normal","boron","Martinez-Boti et al., 2015",348,364.800082101806
"1173",3.27,NA,NA,365,"median",319,412,1,"skew_normal","boron","Martinez-Boti et al., 2015",365,364.800082101806
"1174",3.28,NA,NA,313,"median",278,350,1,"skew_normal","boron","Martinez-Boti et al., 2015",313,364.800082101806
"1175",2.35,NA,NA,369,"median",326,413,1,"skew_normal","boron","Martinez-Boti et al., 2015",369,364.800082101806
"1176",2.42,NA,NA,442,"median",385,499,1,"skew_normal","boron","Martinez-Boti et al., 2015",442,364.800082101806
"1177",2.5,NA,NA,423,"median",373,473,1,"skew_normal","boron","Martinez-Boti et al., 2015",423,364.800082101806
"1178",2.63,NA,NA,402,"median",354,450,1,"skew_normal","boron","Martinez-Boti et al., 2015",402,364.800082101806
"1179",2.75,NA,NA,376,"median",330,424,1,"skew_normal","boron","Martinez-Boti et al., 2015",376,364.800082101806
"1180",2.83,NA,NA,352,"median",311,395,1,"skew_normal","boron","Martinez-Boti et al., 2015",352,364.800082101806
"1181",3.16,NA,NA,525,"median",461,592,1,"skew_normal","boron","Martinez-Boti et al., 2015",525,364.800082101806
"1182",3.24,NA,NA,441,"median",385,499,1,"skew_normal","boron","Martinez-Boti et al., 2015",441,364.800082101806
"1183",0.54,NA,NA,162,"mean",92,233,1,"skew_normal","boron","Stap et al., 2016",162,364.800082101806
"1184",0.54,NA,NA,281,"mean",209,354,1,"skew_normal","boron","Stap et al., 2016",281,364.800082101806
"1185",0.6,NA,NA,163,"mean",92,234,1,"skew_normal","boron","Stap et al., 2016",163,364.800082101806
"1186",0.62,NA,NA,169,"mean",98,240,1,"skew_normal","boron","Stap et al., 2016",169,364.800082101806
"1187",0.76,NA,NA,175,"mean",102,249,1,"skew_normal","boron","Stap et al., 2016",175,364.800082101806
"1188",0.82,NA,NA,152,"mean",82,223,1,"skew_normal","boron","Stap et al., 2016",152,364.800082101806
"1189",0.86,NA,NA,168,"mean",98,239,1,"skew_normal","boron","Stap et al., 2016",168,364.800082101806
"1190",0.94,NA,NA,183,"mean",112,254,1,"skew_normal","boron","Stap et al., 2016",183,364.800082101806
"1191",1.82,NA,NA,250,"mean",178,322,1,"skew_normal","boron","Stap et al., 2016",250,364.800082101806
"1192",2.74,NA,NA,274,"mean",192,362,1,"skew_normal","boron","Stap et al., 2016",274,364.800082101806
"1193",2.89,NA,NA,481,"mean",400,566,1,"skew_normal","boron","Stap et al., 2016",481,364.800082101806
"1194",3.21,NA,NA,423,"mean",346,502,1,"skew_normal","boron","Stap et al., 2016",423,364.800082101806
"1195",3.66,NA,NA,357,"mean",281,434,1,"skew_normal","boron","Stap et al., 2016",357,364.800082101806
"1196",3.89,NA,NA,507,"mean",426,591,1,"skew_normal","boron","Stap et al., 2016",507,364.800082101806
"1197",4.1,NA,NA,380,"mean",305,456,1,"skew_normal","boron","Stap et al., 2016",380,364.800082101806
"1198",5.19,NA,NA,433,"mean",347,523,1,"skew_normal","boron","Stap et al., 2016",433,364.800082101806
"1199",6.35,NA,NA,332,"mean",257,408,1,"skew_normal","boron","Stap et al., 2016",332,364.800082101806
"1200",53.2,53.6,52.8,1400,"median",1165,1635,1,"normal","boron","Anagnostou et al., 2016",1400,364.800082101806
"1201",45.6,45.9,45.5,1100,"median",925,1275,1,"normal","boron","Anagnostou et al., 2016",1100,364.800082101806
"1202",44.4,44.5,44,920,"median",760,1080,1,"normal","boron","Anagnostou et al., 2016",920,364.800082101806
"1203",36.9,37.5,36.3,770,"median",620,920,1,"normal","boron","Anagnostou et al., 2016",770,364.800082101806
"1204",40.3,40.6,40,650,"median",540,760,1,"normal","boron","Anagnostou et al., 2016",650,364.800082101806
"1205",51.9,56,47.8,1868,"mean",1396,2861,1,"skew_normal","liverworts","Fletcher et al., 2008",1868,364.800082101806
"1206",58.8,61.6,56,583,"mean",401,818,1,"skew_normal","liverworts","Fletcher et al., 2008",583,364.800082101806
"1207",70,71,69,670,"mean",459,931,1,"skew_normal","liverworts","Fletcher et al., 2008",670,364.800082101806
"1208",100.8,107.6,93.9,797,"mean",543,1085,1,"skew_normal","liverworts","Fletcher et al., 2008",797,364.800082101806
"1209",104.1,107.6,100.5,830,"mean",584,1106,1,"skew_normal","liverworts","Fletcher et al., 2008",830,364.800082101806
"1210",104.1,107.6,100.5,977,"mean",653,1340,1,"skew_normal","liverworts","Fletcher et al., 2008",977,364.800082101806
"1211",104.1,107.6,100.5,1001,"mean",649,1415,1,"skew_normal","liverworts","Fletcher et al., 2008",1001,364.800082101806
"1212",111.9,113,110.8,654,"mean",448,887,1,"skew_normal","liverworts","Fletcher et al., 2008",654,364.800082101806
"1213",121.9,130.8,113,1051,"mean",819,1292,1,"skew_normal","liverworts","Fletcher et al., 2008",1051,364.800082101806
"1214",139.3,142,136.5,982,"mean",755,1239,1,"skew_normal","liverworts","Fletcher et al., 2008",982,364.800082101806
"1215",161.7,166.1,157.3,698,"mean",514,933,1,"skew_normal","liverworts","Fletcher et al., 2008",698,364.800082101806
"1216",169.5,170,169,637,"mean",459,899,1,"skew_normal","liverworts","Fletcher et al., 2008",637,364.800082101806
"1217",187.7,201.3,174.1,919,"mean",685,1208,1,"skew_normal","liverworts","Fletcher et al., 2008",919,364.800082101806
"1218",205.6,237,174.1,388,"mean",275,549,1,"skew_normal","liverworts","Fletcher et al., 2008",388,364.800082101806
